"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"PC O-32:1",-0.04876,-0.09331,0.087999,-0.034512,-0.0051977,-0.033022,-0.025961,0.026227
"PC O-33:0",-0.0098522,-0.062417,0.052714,-0.013893,-0.025199,0.067138,-0.026579,-0.05083
"PC O-34:0",-0.010875,-0.11729,0.055869,0.0033152,-0.010413,0.060456,-0.02104,-0.041304
"PC O-36:1",-0.005621,-0.15984,0.07729,-0.049354,0.02302,0.056554,-0.013186,-0.025022
"PC O-37:0",-0.023029,-0.10756,0.038639,0.0095843,-0.048994,0.01391,0.024956,0.010598
"PC O-40:2 or PC 40:2e",0.0012682,-0.083332,-0.012253,-0.061273,0.012753,0.032116,-0.077953,-0.020885
"PC O-42:2 or PC 42:2e",0.02755,-0.054135,0.043802,-0.077412,-0.018897,0.0050166,0.0060612,0.013266
"PC P-34:0 or PC O-34:1",-0.014349,-0.05306,0.077296,-0.052616,-0.0074532,0.041292,-0.095237,0.033698
"PC P-34:1 or PC O-34:2",-0.02801,-0.069141,0.05743,-0.11573,0.037821,0.057338,0.0049673,-0.02666
"PC P-34:1 or PC O-34:2 Isomer A",-0.015404,0.02489,0.020142,-0.082142,0.045748,0.071776,-0.004807,0.00037759
"PC P-34:2 or PC O-34:3",-0.062191,-0.052488,0.055097,-0.080385,0.040978,0.011587,-0.029312,0.015268
"PC P-36:1 or PC O-36:2 A",-0.01241,-0.11345,0.075033,-0.085209,0.050794,0.04628,-0.026065,0.016889
"PC P-36:1 or PC O-36:2 B",-0.036448,-0.10207,0.057435,-0.044056,0.037155,0.019607,-0.045416,-0.012365
"PC P-36:2 or PC O-36:3",-0.051202,-0.050064,0.057815,-0.077909,0.056801,0.011414,-0.038078,0.011955
"PC P-36:3 or PC O-36:4",-0.023454,-0.018805,0.046898,-0.12697,0.11703,0.043012,-0.018146,-0.0045109
"PC P-36:4 or PC O-36:5",-0.056558,-0.023336,0.038337,-0.094329,0.10794,0.0039172,-0.04457,0.015886
"PC P-38:3 or PC O-38:4 Isomer B",-0.027847,-0.061465,0.031482,-0.11391,0.13659,0.022851,-0.015075,-0.015082
"PC P-38:4 or PC O-38:5 Isomer A",-0.0023065,0.018551,0.048505,-0.14431,0.1283,0.047401,-0.06451,0.045481
